BlackBerry Messenger,7.0.1.23
201311021383345246307,"7516465E","295C4E0C",PING!!!
201311021383347657843,"295C4E0C","7516465E",PING!!!
201311091383988181258,"7516465E","295C4E0C",PING!!!
201311091383989966383,"295C4E0C","7516465E",Kenapaii
